ID Patient, Illness, Patient X, Patient Y, ID Ambulance, Ambulance Specialty, Ambulance X, Ambulance Y, Distance A→P, Availability,Accepted, Hospital ID, Hospital X,Hospital Y,Hospital Specialty,Distance,Chosen Hospital
p19,bones,18,26,a92,blood,20,71,45,false,No,h100,84,9,brain,68,No
p19,bones,18,26,a88,blood,96,85,97,true,No,h4,24,86,bones,60,No
p19,bones,18,26,a10,brain,19,17,9,true,No,h92,31,11,heart,19,No
p19,bones,18,26,a39,brain,49,66,50,true,No,h80,73,60,blood,64,No
p19,bones,18,26,a83,heart,34,76,52,true,No,h79,89,97,bones,100,No
p19,bones,18,26,a18,heart,100,91,104,true,No,h94,10,87,bones,61,No
p19,bones,18,26,a71,bones,18,37,11,true,No,h82,46,6,heart,34,No
p19,bones,18,26,a27,blood,86,20,68,false,No,h70,53,77,blood,61,No
p19,bones,18,26,a15,heart,60,75,64,false,No,h83,31,98,heart,73,No
p19,bones,18,26,a95,bones,87,87,92,true,No,h95,95,9,bones,78,No
p19,bones,18,26,a57,heart,91,13,74,true,No,h71,61,94,blood,80,No
p19,bones,18,26,a69,bones,92,44,76,false,No,h73,46,23,heart,28,No
p19,bones,18,26,a45,heart,67,21,49,false,No,h85,34,40,blood,21,No
p19,bones,18,26,a21,brain,37,15,21,true,No,h97,88,56,heart,76,No
p19,bones,18,26,a49,brain,21,10,16,true,No,h1,84,58,heart,73,No
p19,bones,18,26,a33,blood,58,95,79,true,No,h2,6,23,blood,12,No
p19,bones,18,26,a37,heart,87,47,72,true,No,h61,100,33,brain,82,No
p19,bones,18,26,a13,heart,28,6,22,true,No,h50,100,49,blood,85,No
p19,bones,18,26,a61,heart,69,6,54,true,No,h62,11,79,heart,53,No
p19,bones,18,26,a73,bones,17,2,24,true,No,h91,9,18,blood,12,No
p19,bones,18,26,a25,blood,61,59,54,true,No,h78,96,95,bones,104,No
p19,bones,18,26,a85,heart,94,20,76,true,No,h66,67,49,brain,54,No
p19,bones,18,26,a97,brain,8,93,67,true,No,h54,21,12,blood,14,No
p19,bones,18,26,a8,heart,36,100,76,false,No,h30,73,100,blood,92,No
p19,bones,18,26,a87,bones,5,89,64,true,No,h42,57,88,heart,73,No
p19,bones,18,26,a99,bones,33,27,15,true,No,h46,90,6,blood,74,No
p19,bones,18,26,a75,heart,4,63,39,true,No,h58,21,39,blood,13,No
p19,bones,18,26,a63,blood,7,5,23,true,No,h10,88,67,bones,81,No
p19,bones,18,26,a6,brain,31,56,32,true,No,h36,33,51,heart,29,No
p19,bones,18,26,a89,bones,30,31,13,true,No,h48,80,75,bones,79,No
p19,bones,18,26,a77,bones,28,51,26,true,No,h34,63,39,brain,46,No
p19,bones,18,26,a4,heart,15,61,35,true,No,h22,70,25,brain,52,No
p19,bones,18,26,a100,blood,25,7,20,true,No,h38,28,37,brain,14,No
p19,bones,18,26,a53,brain,45,75,55,true,No,h12,20,61,heart,35,No
p19,bones,18,26,a65,brain,67,75,69,false,No,h24,51,2,blood,40,No
p19,bones,18,26,a79,bones,49,50,39,true,No,h14,2,3,blood,28,No
p19,bones,18,26,a41,bones,8,81,55,true,No,h16,84,55,blood,72,No
p19,bones,18,26,a2,blood,81,80,82,true,No,h28,52,11,heart,37,No
p19,bones,18,26,a55,blood,55,82,67,true,No,h26,27,58,bones,33,No
p19,bones,18,26,a67,heart,29,54,30,true,No,h18,58,34,blood,40,No
p20,heart,59,85,a96,blood,29,39,54,true,No,h35,56,37,brain,48,No
p20,heart,59,85,a51,brain,53,8,77,true,No,h93,9,89,brain,50,No
p20,heart,59,85,a59,brain,2,44,70,true,No,h11,7,26,brain,78,No
p20,heart,59,85,a35,bones,79,5,82,true,No,h59,31,38,bones,54,No
p20,heart,59,85,a23,bones,84,33,57,true,No,h20,86,3,bones,86,No
p20,heart,59,85,a38,brain,71,75,15,false,No,h32,18,10,brain,85,No
p20,heart,59,85,a60,brain,70,40,46,false,No,h87,50,73,blood,15,No
p20,heart,59,85,a72,blood,69,13,72,true,No,h8,37,94,blood,23,No
p20,heart,59,85,a84,bones,75,31,56,false,No,h53,82,87,brain,23,No
p20,heart,59,85,a47,brain,81,56,36,true,No,h63,13,53,heart,56,No
p20,heart,59,85,a14,blood,3,97,57,true,No,h51,70,13,heart,72,No
p20,heart,59,85,a81,brain,33,84,26,true,No,h68,3,85,heart,56,No
p20,heart,59,85,a90,bones,86,18,72,true,No,h56,45,76,blood,16,No
p20,heart,59,85,a16,heart,7,40,68,true,No,h81,64,61,brain,24,No
p20,heart,59,85,a28,brain,7,22,81,true,No,h23,36,47,brain,44,No
p20,heart,59,85,a94,blood,24,60,43,true,No,h69,87,1,brain,88,No
p20,heart,59,85,a9,blood,45,1,85,true,No,h74,97,56,blood,47,No
p20,heart,59,85,a86,heart,49,83,10,true,Yes,h60,42,95,blood,19,No
p20,heart,59,85,a98,bones,58,37,48,true,No,h99,53,69,heart,17,No
p20,heart,59,85,a74,brain,4,34,75,false,No,h57,32,68,heart,31,No
p20,heart,59,85,a5,blood,96,5,88,false,No,h86,100,72,bones,43,No
p20,heart,59,85,a11,bones,64,48,37,true,No,h37,1,96,blood,59,No
p20,heart,59,85,a36,blood,91,81,32,true,No,h98,5,53,blood,62,No
p20,heart,59,85,a50,brain,36,28,61,true,No,h6,82,96,blood,25,No
p20,heart,59,85,a91,brain,28,41,53,true,No,h44,85,39,blood,52,No
p20,heart,59,85,a19,heart,35,60,34,true,No,h96,97,45,blood,55,No
p20,heart,59,85,a82,blood,38,84,21,true,No,h75,66,45,heart,40,No
p20,heart,59,85,a93,brain,33,100,30,true,No,h21,58,96,blood,11,No
p20,heart,59,85,a70,blood,90,18,73,true,No,h90,57,2,bones,83,No
p20,heart,59,85,a26,brain,55,12,73,true,No,h47,79,62,blood,30,No
p20,heart,59,85,a68,brain,17,5,90,true,No,h77,31,70,bones,31,No
p20,heart,59,85,a56,brain,62,68,17,false,No,h64,45,80,bones,14,No
p20,heart,59,85,a44,bones,15,46,58,false,No,h76,16,64,heart,47,No
p20,heart,59,85,a12,bones,28,20,72,true,No,h41,1,93,bones,58,No
p20,heart,59,85,a48,heart,42,3,83,true,No,h84,43,39,heart,48,No
p20,heart,59,85,a24,bones,10,4,94,true,No,h49,7,35,brain,72,No
p20,heart,59,85,a62,brain,41,64,27,true,No,h3,94,17,heart,76,No
p20,heart,59,85,a17,blood,22,28,67,true,No,h65,33,34,blood,57,No
p20,heart,59,85,a32,bones,22,25,70,false,No,h29,55,14,bones,71,No
p20,heart,59,85,a20,brain,90,2,88,true,No,h72,72,47,blood,40,No
p20,heart,59,85,a46,blood,10,36,69,true,No,h13,5,13,blood,90,No
p20,heart,59,85,a29,heart,14,29,71,false,No,h5,74,83,heart,15,No
p20,heart,59,85,a40,bones,29,90,30,true,No,h33,89,9,brain,81,No
p20,heart,59,85,a58,heart,74,9,77,true,No,h27,26,89,heart,33,No
p20,heart,59,85,a34,bones,100,28,70,true,No,h9,38,67,heart,27,No
p20,heart,59,85,a22,bones,67,66,20,true,No,h25,21,27,bones,69,No
p20,heart,59,85,a76,heart,70,68,20,true,No,h19,51,17,heart,68,No
p20,heart,59,85,a3,bones,58,48,37,true,No,h15,64,15,blood,70,No
p20,heart,59,85,a64,bones,59,76,9,true,No,h89,3,75,bones,56,No
p20,heart,59,85,a52,brain,59,9,76,true,No,h45,59,39,brain,46,No
p20,heart,59,85,a66,heart,53,6,79,true,No,h39,86,17,heart,73,No
p20,heart,59,85,a78,heart,15,76,44,false,No,h17,12,72,bones,48,No
p20,heart,59,85,a54,blood,76,61,29,true,No,h43,87,70,heart,31,No
p20,heart,59,85,a42,blood,85,16,73,true,No,h31,58,55,brain,30,No
p20,heart,59,85,a43,heart,51,54,32,true,No,h92,31,11,heart,79,No
p20,heart,59,85,a1,brain,72,84,13,false,No,h4,24,86,bones,35,No
p20,heart,59,85,a30,blood,36,71,26,false,No,h40,12,34,blood,69,No
p20,heart,59,85,a31,bones,57,31,54,true,No,h79,89,97,bones,32,No
p20,heart,59,85,a80,brain,57,40,45,true,No,h7,49,14,blood,71,No
p20,heart,59,85,a7,heart,27,21,71,true,No,h67,78,42,heart,47,No
p20,heart,59,85,a92,blood,20,71,41,false,No,h100,84,9,brain,80,No
p20,heart,59,85,a18,heart,100,91,41,true,No,h88,2,12,brain,92,No
p20,heart,59,85,a88,blood,96,85,37,true,No,h52,56,95,heart,10,No
p20,heart,59,85,a10,brain,19,17,78,true,No,h80,73,60,blood,28,No
p20,heart,59,85,a39,brain,49,66,21,true,No,h55,43,20,bones,66,No
p20,heart,59,85,a71,bones,18,37,63,true,No,h83,31,98,heart,30,No
p20,heart,59,85,a83,heart,34,76,26,true,No,h70,53,77,blood,10,No
p20,heart,59,85,a15,heart,60,75,10,false,No,h95,95,9,bones,84,No
p20,heart,59,85,a95,bones,87,87,28,true,No,h82,46,6,heart,80,No
p20,heart,59,85,a69,bones,92,44,52,false,No,h94,10,87,bones,49,No
p20,heart,59,85,a45,heart,67,21,64,false,No,h71,61,94,blood,9,No
p20,heart,59,85,a27,blood,86,20,70,false,No,h73,46,23,heart,63,No
p20,heart,59,85,a57,heart,91,13,78,true,No,h85,34,40,blood,51,No
p20,heart,59,85,a33,blood,58,95,10,true,No,h97,88,56,heart,41,No
p20,heart,59,85,a21,brain,37,15,73,true,No,h1,84,58,heart,36,No
p20,heart,59,85,a49,brain,21,10,84,true,No,h2,6,23,blood,81,No
p20,heart,59,85,a37,heart,87,47,47,true,No,h61,100,33,brain,66,No
p20,heart,59,85,a61,heart,69,6,79,true,No,h50,100,49,blood,54,No
p20,heart,59,85,a13,heart,28,6,84,true,No,h62,11,79,heart,48,No
p20,heart,59,85,a73,bones,17,2,93,true,No,h91,9,18,blood,83,No
p20,heart,59,85,a25,blood,61,59,26,true,No,h78,96,95,bones,38,No
p20,heart,59,85,a97,brain,8,93,51,true,No,h66,67,49,brain,36,No
p20,heart,59,85,a8,heart,36,100,27,false,No,h30,73,100,blood,20,No
p20,heart,59,85,a87,bones,5,89,54,true,No,h54,21,12,blood,82,No
p20,heart,59,85,a75,heart,4,63,59,true,No,h42,57,88,heart,3,Yes
p20,heart,59,85,a63,blood,7,5,95,true,No,h46,90,6,blood,84,No
p20,heart,59,85,a89,bones,30,31,61,true,No,h58,21,39,blood,59,No
p20,heart,59,85,a77,bones,28,51,46,true,No,h10,88,67,bones,34,No
p20,heart,59,85,a100,blood,25,7,85,true,No,h36,33,51,heart,42,No
p20,heart,59,85,a65,brain,67,75,12,false,No,h48,80,75,bones,23,No
p20,heart,59,85,a53,brain,45,75,17,true,No,h34,63,39,brain,46,No
p20,heart,59,85,a79,bones,49,50,36,true,No,h22,70,25,brain,61,No
p20,heart,59,85,a41,bones,8,81,51,true,No,h38,28,37,brain,57,No
p20,heart,59,85,a2,blood,81,80,22,true,No,h12,20,61,heart,45,No
p20,heart,59,85,a55,blood,55,82,5,true,No,h14,2,3,blood,99,No
p20,heart,59,85,a67,heart,29,54,43,true,No,h18,58,34,blood,51,No
p20,heart,59,85,a99,bones,33,27,63,true,No,h24,51,2,blood,83,No
p20,heart,59,85,a4,heart,15,61,50,true,No,h26,27,58,bones,41,No
p20,heart,59,85,a6,brain,31,56,40,true,No,h16,84,55,blood,39,No
p20,heart,59,85,a85,heart,94,20,73,true,No,h28,52,11,heart,74,No
p21,brain,63,93,a47,brain,81,56,41,true,No,h35,56,37,brain,56,No
p21,brain,63,93,a96,blood,29,39,63,true,No,h23,36,47,brain,53,No
p21,brain,63,93,a51,brain,53,8,85,true,No,h47,79,62,blood,34,No
p21,brain,63,93,a59,brain,2,44,78,true,No,h59,31,38,bones,63,No
p21,brain,63,93,a23,bones,84,33,63,true,No,h11,7,26,brain,87,No
p21,brain,63,93,a11,bones,64,48,45,true,No,h81,64,61,brain,32,No
p21,brain,63,93,a35,bones,79,5,89,true,No,h68,3,85,heart,60,No
p21,brain,63,93,a60,brain,70,40,53,false,No,h56,45,76,blood,24,No
p21,brain,63,93,a72,blood,69,13,80,true,No,h20,86,3,bones,92,No
p21,brain,63,93,a84,bones,75,31,63,false,No,h44,85,39,blood,58,No
p21,brain,63,93,a14,blood,3,97,60,true,No,h32,18,10,brain,94,No
p21,brain,63,93,a26,brain,55,12,81,true,No,h90,57,2,bones,91,No
p21,brain,63,93,a17,blood,22,28,76,true,No,h6,82,96,blood,19,No
p21,brain,63,93,a29,heart,14,29,80,false,No,h89,3,75,bones,62,No
p21,brain,63,93,a81,brain,33,84,31,true,No,h87,50,73,blood,23,No
p21,brain,63,93,a93,brain,33,100,30,true,No,h51,70,13,heart,80,No
p21,brain,63,93,a19,heart,35,60,43,true,No,h75,66,45,heart,48,No
p21,brain,63,93,a90,bones,86,18,78,true,No,h8,37,94,blood,26,No
p21,brain,63,93,a91,brain,28,41,62,true,No,h63,13,53,heart,64,No
p21,brain,63,93,a16,heart,7,40,77,true,No,h53,82,87,brain,19,Yes
p21,brain,63,93,a70,blood,90,18,79,true,No,h77,31,70,bones,39,No
p21,brain,63,93,a9,blood,45,1,93,true,No,h41,1,93,bones,62,No
p21,brain,63,93,a82,blood,38,84,26,true,No,h65,33,34,blood,66,No
p21,brain,63,93,a28,brain,7,22,90,true,No,h84,43,39,heart,57,No
p21,brain,63,93,a98,bones,58,37,56,true,No,h96,97,45,blood,58,No
p21,brain,63,93,a86,heart,49,83,17,false,No,h60,42,95,blood,21,No
p21,brain,63,93,a94,blood,24,60,51,true,No,h86,100,72,bones,42,No
p21,brain,63,93,a5,blood,96,5,93,false,No,h3,94,17,heart,82,No
p21,brain,63,93,a74,brain,4,34,83,false,No,h72,72,47,blood,46,No
p21,brain,63,93,a36,blood,91,81,30,true,No,h99,53,69,heart,26,No
p21,brain,63,93,a50,brain,36,28,70,true,No,h74,97,56,blood,50,No
p21,brain,63,93,a48,heart,42,3,92,true,No,h98,5,53,blood,70,No
p21,brain,63,93,a62,brain,41,64,36,true,No,h13,5,13,blood,98,No
p21,brain,63,93,a12,bones,28,20,80,true,No,h25,21,27,bones,78,No
p21,brain,63,93,a24,bones,10,4,103,true,No,h37,1,96,blood,62,No
p21,brain,63,93,a56,brain,62,68,25,false,No,h49,7,35,brain,80,No
p21,brain,63,93,a68,brain,17,5,99,true,No,h33,89,9,brain,87,No
p21,brain,63,93,a44,bones,15,46,67,false,No,h45,59,39,brain,54,No
p21,brain,63,93,a32,bones,22,25,79,false,No,h9,38,67,heart,36,No
p21,brain,63,93,a20,brain,90,2,94,true,No,h21,58,96,blood,5,No
p21,brain,63,93,a40,bones,29,90,34,true,No,h57,32,68,heart,39,No
p21,brain,63,93,a46,blood,10,36,77,true,No,h69,87,1,brain,95,No
p21,brain,63,93,a58,heart,74,9,84,true,No,h19,51,17,heart,76,No
p21,brain,63,93,a34,bones,100,28,74,true,No,h15,64,15,blood,78,No
p21,brain,63,93,a22,bones,67,66,27,true,No,h29,55,14,bones,79,No
p21,brain,63,93,a76,heart,70,68,25,true,No,h17,12,72,bones,55,No
p21,brain,63,93,a3,bones,58,48,45,true,No,h27,26,89,heart,37,No
p21,brain,63,93,a64,bones,59,76,17,true,No,h39,86,17,heart,79,No
p21,brain,63,93,a52,brain,59,9,84,true,No,h76,16,64,heart,55,No
p21,brain,63,93,a66,heart,53,6,87,true,No,h64,45,80,bones,22,No
p21,brain,63,93,a78,heart,15,76,50,false,No,h7,49,14,blood,80,No
p21,brain,63,93,a54,blood,76,61,34,true,No,h88,2,12,brain,101,No
p21,brain,63,93,a42,blood,85,16,80,true,No,h40,12,34,blood,77,No
p21,brain,63,93,a1,brain,72,84,12,false,No,h52,56,95,heart,7,No
p21,brain,63,93,a30,blood,36,71,34,false,No,h43,87,70,heart,33,No
p21,brain,63,93,a43,heart,51,54,40,true,No,h31,58,55,brain,38,No
p21,brain,63,93,a31,bones,57,31,62,true,No,h67,78,42,heart,53,No
p21,brain,63,93,a7,heart,27,21,80,true,No,h55,43,20,bones,75,No
p21,brain,63,93,a80,brain,57,40,53,true,No,h100,84,9,brain,86,No
p21,brain,63,93,a92,blood,20,71,48,false,No,h4,24,86,bones,39,No
p21,brain,63,93,a38,brain,71,75,19,false,No,h92,31,11,heart,88,No
p21,brain,63,93,a18,heart,100,91,37,true,No,h80,73,60,blood,34,No
p21,brain,63,93,a88,blood,96,85,33,true,No,h79,89,97,bones,26,No
p21,brain,63,93,a10,brain,19,17,87,true,No,h94,10,87,bones,53,No
p21,brain,63,93,a39,brain,49,66,30,true,No,h82,46,6,heart,88,No
p21,brain,63,93,a27,blood,86,20,76,false,No,h70,53,77,blood,18,No
p21,brain,63,93,a71,bones,18,37,71,true,No,h83,31,98,heart,32,No
p21,brain,63,93,a83,heart,34,76,33,true,No,h95,95,9,bones,89,No
p21,brain,63,93,a15,heart,60,75,18,false,No,h71,61,94,blood,2,No
p21,brain,63,93,a95,bones,87,87,24,true,No,h73,46,23,heart,72,No
p21,brain,63,93,a69,bones,92,44,56,false,No,h85,34,40,blood,60,No
p21,brain,63,93,a45,heart,67,21,72,false,No,h97,88,56,heart,44,No
p21,brain,63,93,a57,heart,91,13,84,true,No,h1,84,58,heart,40,No
p21,brain,63,93,a33,blood,58,95,5,true,No,h5,74,83,heart,14,No
p21,brain,63,93,a21,brain,37,15,82,true,No,h93,9,89,brain,54,No
p21,brain,63,93,a49,brain,21,10,93,true,No,h61,100,33,brain,70,No
p21,brain,63,93,a37,heart,87,47,51,true,No,h2,6,23,blood,90,No
p21,brain,63,93,a61,heart,69,6,87,true,No,h50,100,49,blood,57,No
p21,brain,63,93,a13,heart,28,6,93,true,No,h62,11,79,heart,53,No
p21,brain,63,93,a73,bones,17,2,101,true,No,h91,9,18,blood,92,No
p21,brain,63,93,a25,blood,61,59,34,true,No,h78,96,95,bones,33,No
p21,brain,63,93,a97,brain,8,93,55,true,No,h66,67,49,brain,44,No
p21,brain,63,93,a85,heart,94,20,79,true,No,h30,73,100,blood,12,No
p21,brain,63,93,a8,heart,36,100,27,false,No,h54,21,12,blood,91,No
p21,brain,63,93,a99,bones,33,27,72,true,No,h42,57,88,heart,7,No
p21,brain,63,93,a87,bones,5,89,58,true,No,h46,90,6,blood,91,No
p21,brain,63,93,a75,heart,4,63,66,true,No,h10,88,67,bones,36,No
p21,brain,63,93,a63,blood,7,5,104,true,No,h58,21,39,blood,68,No
p21,brain,63,93,a6,brain,31,56,48,true,No,h36,33,51,heart,51,No
p21,brain,63,93,a89,bones,30,31,70,true,No,h48,80,75,bones,24,No
p21,brain,63,93,a4,heart,15,61,57,true,No,h34,63,39,brain,54,No
p21,brain,63,93,a77,bones,28,51,54,true,No,h22,70,25,brain,68,No
p21,brain,63,93,a100,blood,25,7,94,true,No,h38,28,37,brain,66,No
p21,brain,63,93,a65,brain,67,75,18,false,No,h12,20,61,heart,53,No
p21,brain,63,93,a53,brain,45,75,25,true,Yes,h24,51,2,blood,91,No
p21,brain,63,93,a79,bones,49,50,45,true,No,h14,2,3,blood,108,No
p21,brain,63,93,a41,bones,8,81,56,true,No,h18,58,34,blood,59,No
p21,brain,63,93,a2,blood,81,80,22,true,No,h26,27,58,bones,50,No
p21,brain,63,93,a55,blood,55,82,13,true,No,h16,84,55,blood,43,No
p21,brain,63,93,a67,heart,29,54,51,true,No,h28,52,11,heart,82,No
p22,bones,51,29,a96,blood,29,39,24,true,No,h23,36,47,brain,23,No
p22,bones,51,29,a51,brain,53,8,21,true,No,h35,56,37,brain,9,No
p22,bones,51,29,a47,brain,81,56,40,true,No,h47,79,62,blood,43,No
p22,bones,51,29,a59,brain,2,44,51,true,No,h59,31,38,bones,21,No
p22,bones,51,29,a11,bones,64,48,23,true,No,h93,9,89,brain,73,No
p22,bones,51,29,a35,bones,79,5,36,true,No,h11,7,26,brain,44,No
p22,bones,51,29,a60,brain,70,40,21,false,No,h81,64,61,brain,34,No
p22,bones,51,29,a23,bones,84,33,33,true,No,h68,3,85,heart,73,No
p22,bones,51,29,a72,blood,69,13,24,true,No,h56,45,76,blood,47,No
p22,bones,51,29,a84,bones,75,31,24,false,No,h20,86,3,bones,43,No
p22,bones,51,29,a14,blood,3,97,83,true,No,h44,85,39,blood,35,No
p22,bones,51,29,a26,brain,55,12,17,true,No,h32,18,10,brain,38,No
p22,bones,51,29,a38,brain,71,75,50,false,No,h90,57,2,bones,27,No
p22,bones,51,29,a17,blood,22,28,29,true,No,h6,82,96,blood,73,No
p22,bones,51,29,a29,heart,14,29,37,false,No,h89,3,75,bones,66,No
p22,bones,51,29,a81,brain,33,84,57,true,No,h87,50,73,blood,44,No
p22,bones,51,29,a19,heart,35,60,34,true,No,h51,70,13,heart,24,No
p22,bones,51,29,a93,brain,33,100,73,true,No,h75,66,45,heart,21,No
p22,bones,51,29,a90,bones,86,18,36,true,No,h8,37,94,blood,66,No
p22,bones,51,29,a16,heart,7,40,45,true,No,h63,13,53,heart,44,No
p22,bones,51,29,a91,brain,28,41,25,true,No,h53,82,87,brain,65,No
p22,bones,51,29,a70,blood,90,18,40,true,No,h77,31,70,bones,45,No
p22,bones,51,29,a9,blood,45,1,28,true,No,h41,1,93,bones,81,No
p22,bones,51,29,a82,blood,38,84,56,true,No,h65,33,34,blood,18,No
p22,bones,51,29,a28,brain,7,22,44,true,No,h84,43,39,heart,12,No
p22,bones,51,29,a98,bones,58,37,10,true,No,h96,97,45,blood,48,No
p22,bones,51,29,a94,blood,24,60,41,true,No,h60,42,95,blood,66,No
p22,bones,51,29,a86,heart,49,83,54,false,No,h3,94,17,heart,44,No
p22,bones,51,29,a5,blood,96,5,51,false,No,h72,72,47,blood,27,No
p22,bones,51,29,a74,brain,4,34,47,false,No,h99,53,69,heart,40,No
p22,bones,51,29,a62,brain,41,64,36,true,No,h74,97,56,blood,53,No
p22,bones,51,29,a50,brain,36,28,15,true,No,h98,5,53,blood,51,No
p22,bones,51,29,a12,bones,28,20,24,true,No,h5,74,83,heart,58,No
p22,bones,51,29,a56,brain,62,68,40,false,No,h13,5,13,blood,48,No
p22,bones,51,29,a36,blood,91,81,65,true,No,h25,21,27,bones,30,No
p22,bones,51,29,a32,bones,22,25,29,false,No,h49,7,35,brain,44,No
p22,bones,51,29,a48,heart,42,3,27,true,No,h37,1,96,blood,83,No
p22,bones,51,29,a20,brain,90,2,47,true,No,h45,59,39,brain,12,No
p22,bones,51,29,a44,bones,15,46,39,false,No,h57,32,68,heart,43,No
p22,bones,51,29,a68,brain,17,5,41,true,No,h9,38,67,heart,40,No
p22,bones,51,29,a24,bones,10,4,48,true,No,h21,58,96,blood,67,No
p22,bones,51,29,a46,blood,10,36,41,true,No,h33,89,9,brain,42,No
p22,bones,51,29,a58,heart,74,9,30,true,No,h69,87,1,brain,45,No
p22,bones,51,29,a40,bones,29,90,64,true,No,h19,51,17,heart,12,No
p22,bones,51,29,a34,bones,100,28,49,true,No,h15,64,15,blood,19,No
p22,bones,51,29,a22,bones,67,66,40,true,No,h27,26,89,heart,65,No
p22,bones,51,29,a76,heart,70,68,43,true,No,h76,16,64,heart,49,No
p22,bones,51,29,a64,bones,59,76,47,true,No,h64,45,80,bones,51,No
p22,bones,51,29,a3,bones,58,48,20,true,No,h39,86,17,heart,37,No
p22,bones,51,29,a52,brain,59,9,21,true,No,h17,12,72,bones,58,No
p22,bones,51,29,a66,heart,53,6,23,true,No,h29,55,14,bones,15,No
p22,bones,51,29,a78,heart,15,76,59,false,No,h88,2,12,brain,51,No
p22,bones,51,29,a54,blood,76,61,40,true,No,h52,56,95,heart,66,No
p22,bones,51,29,a42,blood,85,16,36,true,No,h40,12,34,blood,39,No
p22,bones,51,29,a1,brain,72,84,58,false,No,h86,100,72,bones,65,No
p22,bones,51,29,a30,blood,36,71,44,false,No,h7,49,14,blood,15,No
p22,bones,51,29,a43,heart,51,54,25,true,No,h43,87,70,heart,54,No
p22,bones,51,29,a31,bones,57,31,6,true,Yes,h31,58,55,brain,26,No
p22,bones,51,29,a7,heart,27,21,25,true,No,h67,78,42,heart,29,No
p22,bones,51,29,a80,brain,57,40,12,true,No,h55,43,20,bones,12,Yes
p22,bones,51,29,a18,heart,100,91,79,true,No,h100,84,9,brain,38,No
p22,bones,51,29,a88,blood,96,85,71,true,No,h4,24,86,bones,63,No
p22,bones,51,29,a92,blood,20,71,52,false,No,h92,31,11,heart,26,No
p22,bones,51,29,a10,brain,19,17,34,true,No,h80,73,60,blood,38,No
p22,bones,51,29,a39,brain,49,66,37,true,No,h79,89,97,bones,77,No
p22,bones,51,29,a27,blood,86,20,36,false,No,h94,10,87,bones,71,No
p22,bones,51,29,a95,bones,87,87,68,true,No,h82,46,6,heart,23,No
p22,bones,51,29,a45,heart,67,21,17,false,No,h70,53,77,blood,48,No
p22,bones,51,29,a69,bones,92,44,43,false,No,h83,31,98,heart,71,No
p22,bones,51,29,a37,heart,87,47,40,true,No,h95,95,9,bones,48,No
p22,bones,51,29,a8,heart,36,100,72,false,No,h71,61,94,blood,65,No
p22,bones,51,29,a65,brain,67,75,48,false,No,h73,46,23,heart,7,No
p22,bones,51,29,a6,brain,31,56,33,true,No,h85,34,40,blood,20,No
p22,bones,51,29,a99,bones,33,27,18,true,No,h97,88,56,heart,45,No
p22,bones,51,29,a49,brain,21,10,35,true,No,h1,84,58,heart,43,No
p22,bones,51,29,a25,blood,61,59,31,true,No,h2,6,23,blood,45,No
p22,bones,51,29,a57,heart,91,13,43,true,No,h61,100,33,brain,49,No
p22,bones,51,29,a13,heart,28,6,32,true,No,h50,100,49,blood,52,No
p22,bones,51,29,a79,bones,49,50,21,true,No,h91,9,18,blood,43,No
p22,bones,51,29,a71,bones,18,37,33,true,No,h62,11,79,heart,64,No
p22,bones,51,29,a2,blood,81,80,59,true,No,h66,67,49,brain,25,No
p22,bones,51,29,a75,heart,4,63,58,true,No,h54,21,12,blood,34,No
p22,bones,51,29,a89,bones,30,31,21,true,No,h42,57,88,heart,59,No
p22,bones,51,29,a63,blood,7,5,50,true,No,h46,90,6,blood,45,No
p22,bones,51,29,a53,brain,45,75,46,false,No,h30,73,100,blood,74,No
p22,bones,51,29,a33,blood,58,95,66,true,No,h78,96,95,bones,79,No
p22,bones,51,29,a77,bones,28,51,31,true,No,h58,21,39,blood,31,No
p22,bones,51,29,a67,heart,29,54,33,true,No,h10,88,67,bones,53,No
p22,bones,51,29,a73,bones,17,2,43,true,No,h36,33,51,heart,28,No
p22,bones,51,29,a87,bones,5,89,75,true,No,h48,80,75,bones,54,No
p22,bones,51,29,a97,brain,8,93,77,true,No,h34,63,39,brain,15,No
p22,bones,51,29,a55,blood,55,82,53,true,No,h22,70,25,brain,19,No
p22,bones,51,29,a4,heart,15,61,48,true,No,h38,28,37,brain,24,No
p22,bones,51,29,a41,bones,8,81,67,true,No,h24,51,2,blood,27,No
p22,bones,51,29,a61,heart,69,6,29,true,No,h12,20,61,heart,44,No
p22,bones,51,29,a21,brain,37,15,19,true,No,h14,2,3,blood,55,No
p22,bones,51,29,a85,heart,94,20,43,true,No,h18,58,34,blood,8,No
p22,bones,51,29,a100,blood,25,7,34,true,No,h26,27,58,bones,37,No
p22,bones,51,29,a83,heart,34,76,49,true,No,h16,84,55,blood,42,No
p22,bones,51,29,a15,heart,60,75,46,false,No,h28,52,11,heart,18,No
p23,blood,70,78,a96,blood,29,39,56,true,No,h35,56,37,brain,43,No
p23,blood,70,78,a47,brain,81,56,24,true,No,h23,36,47,brain,46,No
p23,blood,70,78,a51,brain,53,8,72,true,No,h47,79,62,blood,18,No
p23,blood,70,78,a59,brain,2,44,76,true,No,h59,31,38,bones,55,No
p23,blood,70,78,a23,bones,84,33,47,true,No,h93,9,89,brain,61,No
p23,blood,70,78,a11,bones,64,48,30,true,No,h11,7,26,brain,81,No
